Invoice Number,Store ID,Store Name,Store Location,Warehouse ID,Warehouse Location,Parent GL Name,GL Name,Sub GL Name,Category L1,Category L2,Category L3,Category L4,Category L5,Category L6,Inventory ID,Item Type,Item Description,"MRP
",Cost Price,Selling Price,Model,Color,SKU,Blubirch SKU,Tag Number,Return Reason,RR Number,Quantity,Return Quantity,Serial Number,Warranty Status,Brand ID,Brand / Vendor,Customer ID,Customer Name,Invoice Date,"Warehouse
Inward Date","Shop
Return Date","Warehouse
ReInward Date",Warehouse Grading Date,Disposition,Packaging Status,Item Condition,Physical Status,Grade,Defect,Type of Defect,Approval Required,Ageing,Tentative New Grade,Actual New Grade,Pending Putaway Disposition
Inv007,St005,"Croma,Jayanagar","25, Jayanagar, Bengaluru",WH005,"5th Block, Jayanagar, Bengaluru, ",Musical Instruments,Keyboards and Pianos,Electric Pianos,Others,Musical instrument,Equipment,,,,IN-00089,,Casio CTX700 61-Key Touch Sensitive Portable Keyboard,15000,8000,9970,,Metallic Blue,Cas-8001,,"t-34ab89
t-34ab89",Repair & Calibration,R-62b40e,3,2,SN1110085,2 Year,B-CA-001,"Casio India Company Private Limited, Bengaluru",CT006,Arihant International,02/07/20,29/06/20,05/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv007,St005,"Croma,Jayanagar","25, Jayanagar, Bengaluru",WH005,"5th Block, Jayanagar, Bengaluru, ",Musical Instruments,Keyboards and Pianos,Electric Pianos,Others,Musical instrument,Equipment,,,,IN-00090,,"Casio SA-77 44 Mini Keys Keyboard, Black",9400,2400,3415,,Black,Cas-8002,,"t-34ab90
t-34ab90",Customer Service Error,R-62b31e,5,2,SN1110086,2 Year,B-CA-001,"Casio India Company Private Limited, Bengaluru",CT006,Arihant International,02/07/20,29/06/20,04/07/20,06/07/20,07/07/20,Repair,,,,Defective,,,Yes,,,,
Inv007,St005,"Croma,Jayanagar","25, Jayanagar, Bengaluru",WH005,"5th Block, Jayanagar, Bengaluru, ",Wireless,Wireless Phones,Smartphones,Electronics and Appliances,Mobiles and Tablets,Mobile,,,,IN-00093,,Apple iPhone XR (64GB) - Blue,74000,38000,52500,,Blue,App-9001,,t-34ab93,Quality Issue,R-62b36e,1,1,SN1110087,1 Year,B-APP-001,"Apple India Pvt Ltd., Bengaluru",CT006,Arihant International,02/07/20,30/06/20,04/07/20,05/07/20,07/07/20,Repair,,,,Defective,,,Yes,,,,
Inv007,St005,"Croma,Jayanagar","25, Jayanagar, Bengaluru",WH005,"5th Block, Jayanagar, Bengaluru, ",Wireless,Wireless Phones,Smartphones,Electronics and Appliances,Mobiles and Tablets,Mobile,,,,IN-00094,,Apple iPhone 11 (128GB) - Black,92500,56500,73600,,Black,App-9002,,t-34ab94,Transit Damage,R-62b37e,4,1,SN1110088,1 Year,B-APP-001,"Apple India Pvt Ltd., Bengaluru",CT006,Arihant International,02/07/20,30/06/20,11/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv007,St005,"Croma,Jayanagar","25, Jayanagar, Bengaluru",WH005,"5th Block, Jayanagar, Bengaluru, ",Wireless,Wireless Phones,Smartphones,Electronics and Appliances,Mobiles and Tablets,Mobile,,,,IN-00095,,Apple iPhone 11 (64GB) - White,61000,55000,68300,,White,App-9003,,"t-34ab95
t-34cd95
t-34ef95",Product Packaging Issue,R-62b38e,7,3,SN1110089,1 Year,B-APP-001,"Apple India Pvt Ltd., Bengaluru",CT006,Arihant International,02/07/20,30/06/20,11/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv007,St005,"Croma,Jayanagar","25, Jayanagar, Bengaluru",WH005,"5th Block, Jayanagar, Bengaluru, ",Wireless,Wireless Phones,Smartphones,Electronics and Appliances,Mobiles and Tablets,Mobile,,,,IN-00096,,Apple iPhone 11 (64GB) - Black,64000,58000,68300,,Black,App-9004,,t-34ab96,Warranty Material,R-62b39e,2,1,SN1110090,1 Year,B-APP-001,"Apple India Pvt Ltd., Bengaluru",CT006,Arihant International,02/07/20,30/06/20,04/07/20,06/07/20,07/07/20,Repair,,,,Defective,,,Yes,,,,
Inv002,st001,Croma Kokapet,"A203 16th Main Kokapet, Hyderabad",WH001,"D-10, Rajpushpa Artria, Kokapet, Hyderabad",Wireless,Wireless Phones,Smartphones,Electronics and Appliances,Mobiles and Tablets,Mobile,,,,IN-00097,,Samsung Galaxy J2 Core ,11000,35000,6298,,Blue,Sam-10001,,"t-34ab97
t-34cd97",Repair & Calibration,R-62b30e,3,2,SN1110091,1 Year,B-Sam-007,"Samsung India Electronics Pvt. Ltd., Hyderabad",CT007,Mahaveer Trading Company,02/07/20,20/06/20,05/07/20,09/07/20,13/07/20,Repair,,,,Defective,,,Yes,,,,
Inv002,st001,Croma Kokapet,"A203 16th Main Kokapet, Hyderabad",WH001,"D-10, Rajpushpa Artria, Kokapet, Hyderabad",Wireless,Wireless Phones,Smartphones,Electronics and Appliances,Mobiles and Tablets,Mobile,,,,IN-00098,,Samsung Galaxy M21 ,19500,11500,13999,,Black,Sam-10002,,t-34ab98,Customer Service Error,R-62b31e,4,1,SN1110092,1 Year,B-Sam-007,"Samsung India Electronics Pvt. Ltd., Hyderabad",CT007,Mahaveer Trading Company,02/07/20,20/06/20,05/07/20,10/07/20,13/07/20,Repair,,,,Defective,,,Yes,,,,
Inv002,st001,Croma Kokapet,"A203 16th Main Kokapet, Hyderabad",WH001,"D-10, Rajpushpa Artria, Kokapet, Hyderabad",Wireless,Wireless Phones,Smartphones,Electronics and Appliances,Mobiles and Tablets,Mobile,,,,IN-00099,,Samsung Galaxy M31,23800,13800,17499,,White,Sam-10003,,t-34ab99,Quality Issue,R-62b32e,1,1,SN1110093,1 Year,B-Sam-007,"Samsung India Electronics Pvt. Ltd., Hyderabad",CT007,Mahaveer Trading Company,02/07/20,20/06/20,11/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv002,st001,Croma Kokapet,"A203 16th Main Kokapet, Hyderabad",WH001,"D-10, Rajpushpa Artria, Kokapet, Hyderabad",Wireless,Wireless Phones,Smartphones,Electronics and Appliances,Mobiles and Tablets,Mobile,,,,IN-00100,,Samsung Galaxy M30s ,22500,11500,16999,,Black,Sam-10004,,"t-34ab100
t-34cd100",Transit Damage,R-62b33e,3,2,SN1110094,1 Year,B-Sam-007,"Samsung India Electronics Pvt. Ltd., Hyderabad",CT007,Mahaveer Trading Company,02/07/20,20/06/20,11/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv002,st001,Croma Kokapet,"A203 16th Main Kokapet, Hyderabad",WH001,"D-10, Rajpushpa Artria, Kokapet, Hyderabad",PC,Computing Peripherals,Consumer laser printers,IT,Printer,Laserjet Printer,,,,IN-00085,,Brother HL-L2321D Single-Function Monochrome Laser Printer ,10000,5000,7999,,Blue,Bro-11001,,"t-34ab85
t-34cd85
t-34ef85",Product Packaging Issue,R-62b34e,5,3,SN1110095,NA,B-BR-002,"Brother International India Pvt Ltd, Hyderabad",CT007,Mahaveer Trading Company,02/07/20,22/06/20,05/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv002,st001,Croma Kokapet,"A203 16th Main Kokapet, Hyderabad",WH001,"D-10, Rajpushpa Artria, Kokapet, Hyderabad",PC,Computing Peripherals,Consumer laser printers,IT,Printer,Laserjet Printer,,,,IN-00086,,Brother DCP-L2541DW Multi-Function Wireless Monochrome Laser Printer,27500,17500,20536,,Black,Bro-11002,,t-34ab86,Warranty Material,R-62b35e,,1,SN1110096,NA,B-BR-002,"Brother International India Pvt Ltd, Hyderabad",CT007,Mahaveer Trading Company,02/07/20,22/06/20,07/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv002,st001,Croma Kokapet,"A203 16th Main Kokapet, Hyderabad",WH001,"D-10, Rajpushpa Artria, Kokapet, Hyderabad",PC,Computing Peripherals,Consumer laser printers,IT,Printer,Laserjet Printer,,,,IN-00087,,HP Laserjet Pro M1136 Multifunction Monochrome Laser Printer,15200,10200,13399,,White,HP-12001,,"t-34ab87
t-34cd87",Repair & Calibration,R-62b30e,4,2,SN1110097,NA,B-HP-002,"Hewlett Packard Enterprise, Hyderbad",CT007,Mahaveer Trading Company,02/07/20,24/06/20,05/07/20,11/07/20,13/07/20,Repair,,,,Defective,,,Yes,,,,
Inv002,st001,Croma Kokapet,"A203 16th Main Kokapet, Hyderabad",WH001,"D-10, Rajpushpa Artria, Kokapet, Hyderabad",PC,Computing Peripherals,Consumer laser printers,IT,Printer,Laserjet Printer,,,,IN-00088,,Brother HL-L4567D Single-Function Monochrome Laser Printer,9900,4900,7999,,Black,Bro-11003,,t-34ab88,Product Packaging Issue,R-62b34e,5,1,SN1110098,NA,B-BR-002,"Brother International India Pvt Ltd, Hyderabad",CT007,Mahaveer Trading Company,02/07/20,22/06/20,05/07/20,12/07/20,13/07/20,Repair,,,,Defective,,,Yes,,,,
Inv002,st001,Croma Kokapet,"A203 16th Main Kokapet, Hyderabad",WH001,"D-10, Rajpushpa Artria, Kokapet, Hyderabad",Musical Instruments,Keyboards and Pianos,Electric Pianos,Others,Musical instrument,Equipment,,,,IN-00091,,Casio CT-S100 Casiotone 61-Key Portable Keyboard,9000,4000,6550,,Blue,Cas-8003,,t-34ab91,Warranty Material,R-62b35e,4,1,SN1110099,NA,B-CA-002,"Casio India Company Private Limited, Hyderabad",CT007,Mahaveer Trading Company,02/07/20,25/06/20,11/07/20,,,Repair,,,,Defective,,,Yes,,,,
Inv002,st001,Croma Kokapet,"A203 16th Main Kokapet, Hyderabad",WH001,"D-10, Rajpushpa Artria, Kokapet, Hyderabad",Musical Instruments,Keyboards and Pianos,Electric Pianos,Others,Musical instrument,Equipment,,,,IN-00092,,"Casio SA-47A Electronic Keyboard, Black",8400,1500,2370,,Black,Cas-8004,, ,Repair & Calibration,R-62b30e,4,2,SN1110100,NA,B-CA-002,"Casio India Company Private Limited, Hyderabad",CT007,Mahaveer Trading Company,02/07/20,25/06/20,05/07/20,,,Repair,,,,Defective,,,Yes,,,,
